chr	pos	cm
2	204865653	105.8
2	205346080	106
2	205511923	106.2
2	205708004	106.4
2	206093155	106.6
2	206484603	106.8
2	207249537	107
2	208396672	107.2
2	209171389	107.4
2	209565941	107.6
2	209698482	107.8
2	209887069	108
2	210100625	108.2
2	210303645	108.4
2	210496112	108.6
2	210698025	108.8
2	210883560	109
2	211090918	109.2
2	211331836	109.4
2	211540541	109.6
2	212290239	110.2
2	212403943	110.4
2	212618490	110.6
2	212784019	110.8
2	212936335	111
2	213115985	111.2
2	213191374	111.4
2	213376044	111.6
2	213616821	111.8
2	213791872	112
2	213957462	112.2
2	214126815	112.4
2	214283982	112.6
2	214414102	112.8
2	214582351	113
2	214708992	113.2
2	214884921	113.4
2	215071747	113.6
2	215249391	113.8
2	215402424	114
2	215525732	114.2
2	215739074	114.4
2	215910727	114.6
2	216066898	114.8
2	216235362	115
2	216418393	115.2
2	216594303	115.4
2	216838896	115.6
2	217248504	116.2
2	217401854	116.4
2	217553328	116.6
2	217697128	116.8
2	217849765	117
2	218000308	117.2
2	218230580	117.4
2	218305316	117.6
2	218382011	117.8
2	218458192	118
2	218525862	118.2
2	218602271	118.4
2	218682114	118.6
2	218759496	118.8
2	218907228	119.2
2	218968579	119.4
2	219071682	119.6
2	219146148	119.8
2	219222187	120
2	219290844	120.2
2	219416688	120.4
2	219578066	120.6
2	219745370	120.8
2	219907652	121
2	220261097	121.4
2	220477869	121.6
2	220741591	121.8
2	220796169	122
2	220923321	122.2
2	221165757	122.6
2	221283649	122.8
2	221409774	123
2	221550095	123.2
2	221705247	123.4
2	221836859	123.6
2	221971382	123.8
2	222130680	124
2	222287792	124.2
2	222441781	124.4
2	222702095	124.8
2	222851644	125
2	223030714	125.2
2	223178500	125.4
2	223337323	125.6
2	223495723	125.8
2	223651087	126
2	223733295	126.2
2	223920023	126.4
2	224051613	126.6
2	224208345	126.8
2	224349211	127
2	224519706	127.2
2	225043629	127.8
2	225171919	128
2	225348541	128.2
2	225528796	128.4
2	225703492	128.6
2	225882282	128.8
2	226057922	129
2	226230781	129.2
2	226394274	129.4
2	226787875	129.8
2	226948463	130
2	227504401	130.6
2	227732686	131.2
2	227926119	131.4
2	228103217	131.6
2	228283092	131.8
2	228645297	132.2
2	228835567	132.4
2	229026113	132.6
2	229184667	132.8
2	229286251	133
2	229385583	133.2
2	229545158	133.4
2	229596063	133.6
2	229697482	133.8
2	229798809	134
2	230026102	134.2
2	230160960	134.4
2	230303646	134.6
2	230454637	134.8
2	230637042	135
2	230842416	135.2
2	231084222	135.4
2	231274828	135.6
2	231861183	136.2
2	232065263	136.4
2	232673113	137
2	232922306	137.2
2	233129286	137.4
2	233304562	137.6
2	233524243	137.8
2	233722481	138
2	233941905	138.2
2	234146955	138.4
2	234371406	138.6
2	234826571	139
2	235059409	139.4
2	235241961	139.6
2	235279508	139.8
2	235308318	140
2	235531977	140.4
2	235697753	140.8
2	235778430	141
2	235937142	141.2
2	236150458	141.4
2	236348808	141.6
2	236586381	141.8
2	236793142	142
2	237001269	142.2
2	237205882	142.4
2	237347140	142.6
2	237483853	143.4
2	237557505	143.6
2	237631203	143.8
2	237703403	144
2	237777550	144.2
2	237858061	144.4
2	237931120	144.6
2	238004758	144.8
2	238167801	145.2
2	238237733	145.4
2	238305753	145.6
2	238387521	145.8
2	238444578	146
2	238526890	146.2
2	238601849	146.4
2	238675307	146.6
2	238748947	146.8
2	238826197	147
2	238899848	147.2
2	238970772	147.4
2	239044546	147.6
2	239115226	147.8
2	239188627	148
2	239260480	148.2
2	239329387	148.4
2	239403028	148.6
2	239474265	148.8
2	239549285	149
2	239611695	149.2
2	239697531	149.4
2	239758164	149.6
2	239835702	149.8
2	239911701	150
2	241397395	157
2	241277515	157.2
2	241121113	157.6
		
		
3	1028944	-5
3	1075179	-4.8
3	1118594	-4.6
3	1169370	-4.4
3	1274180	-4
3	1325950	-3.8
3	1361654	-0.6
3	1402426	-0.2
3	1440037	2.16E-15
3	1484144	0.2
3	1546094	0.4
3	1575559	0.6
3	1614083	0.8
3	1652887	1
3	1691433	1.2
3	1729967	1.4
3	1770067	1.6
3	1808612	1.8
3	1847721	2
3	1886263	2.2
3	1924955	2.4
3	1963503	2.6
3	2003072	2.8
3	2045170	3
3	2082184	3.2
3	2122269	3.4
3	2161081	3.6
3	2199634	3.8
3	2238185	4
3	2276807	4.2
3	2314789	4.4
3	2353505	4.6
3	2392554	4.8
3	2470711	5.6
3	2508514	5.8
3	2548417	6
3	2586124	6.2
3	2624674	6.4
3	2663225	6.6
3	2700926	6.8
3	2739353	7
3	2751848	7.4
3	2845418	7.6
3	2883966	7.8
3	2922575	8
3	2960584	8.2
3	3007858	8.4
3	3039124	8.6
3	3082627	9
3	3158413	9.2
3	3195189	9.4
3	3234438	9.6
3	3272379	9.8
3	3317758	10
3	3356424	10.2
3	3433518	10.6
3	3472082	10.8
3	3510655	11
3	3549195	11.2
3	3587735	11.4
3	3626269	11.6
3	3653576	11.8
3	3700479	12
3	3781033	12.4
3	3831542	12.6
3	3870164	12.8
3	3919833	13
3	3958378	13.2
3	3996288	13.4
3	4034837	13.6
3	4073389	13.8
3	4122167	14
3	4143854	14.2
3	4182331	14.4
3	4220871	14.6
3	4259412	14.8
3	4288680	15
3	4333113	15.2
3	4386222	15.4
3	4428244	15.6
3	4461597	15.8
3	4505388	16
3	4548874	16.2
3	4585165	16.4
3	4635065	16.6
3	4677096	16.8
3	4717370	17
3	4759501	17.2
3	4802997	17.4
3	4854227	17.6
3	4888259	17.8
3	4937572	18
3	5057090	18.4
3	5115823	18.6
3	5119827	19
		
3	5226228	19.4
3	5287792	19.6
3	5347466	19.8
3	5441041	20
3	5557425	20.2
3	5631637	20.4
3	5662520	20.6
3	5693643	20.8
3	5724764	21
3	5755254	21.2
3	5793602	21.4
3	5826107	21.6
3	5856249	21.8
3	5877347	22
3	5910343	22.2
3	5956588	22.4
3	6013946	22.6
3	6111358	23
3	6150654	23.2
3	6228616	23.4
3	6281179	23.6
3	6305138	23.8
3	6381246	24
3	6434705	24.2
3	6479472	24.4
3	6521190	24.6
3	6536169	24.8
3	6617662	25
3	6676836	25.2
3	6891210	25.6
3	6960335	25.8
3	7030345	26
3	7096551	26.2
3	7246388	26.8
3	7351765	27
3	7417842	27.2
3	7482336	27.4
3	7562445	27.6
3	7631102	27.8
3	7701063	28
3	7762114	28.2
3	7831637	28.4
3	7904416	28.6
3	7973071	28.8
3	8070433	29
3	8140604	29.2
3	8209353	29.4
3	8279672	29.6
3	8352787	29.8
3	8444877	30
3	8520452	30.2
3	8602093	30.4
3	8674689	30.6
3	8751035	30.8
3	8872298	31.2
3	8947811	31.4
3	9017670	31.6
3	9121893	31.8
3	9174826	32
3	9247503	32.2
3	9285287	32.4
3	9396202	32.6
3	9583323	33
3	9741815	33.4
3	9832867	33.6
3	9931219	33.8
3	10047399	34
3	10250465	34.4
3	10350968	34.6
3	10456644	34.8
3	10553297	35
3	10659543	35.2
3	10730566	35.4
3	10851655	35.6
3	10926362	35.8
3	11068787	36
3	11172133	36.2
3	11275849	36.4
3	11401525	36.6
3	11480473	36.8
3	11561603	37
3	11653563	37.2
3	11756426	37.4
3	11855850	37.6
3	11962408	37.8
3	12057090	38
3	12193889	38.2
3	12312276	38.4
3	12472518	38.6
3	12623304	38.8
3	12778506	39
3	12947198	39.2
3	13089726	39.4
3	13256102	39.6
3	13410581	39.8
3	13730571	40.2
3	13813904	40.4
3	14042142	40.6
3	14129488	40.8
3	14492800	41.2
3	14647208	41.4
3	14801752	41.6
3	14957485	41.8
3	15124828	42
3	15299470	42.2
3	15456882	42.4
3	15584758	42.6
3	15758706	42.8
3	15917374	43
3	16100342	43.2
3	16251592	43.4
3	16576364	43.8
3	16730775	44
3	16886909	44.2
3	17042402	44.4
3	17202675	44.6
3	17361550	44.8
3	17517514	45
3	17652643	45.2
3	17694515	45.4
3	17962583	45.6
3	18129493	45.8
3	18286861	46
3	18445465	46.2
3	18590642	46.4
3	18746768	46.6
3	18912092	46.8
3	19071797	47
3	19228133	47.2
3	19381744	47.4
3	19529223	47.6
3	19695563	47.8
3	19848772	48
3	20009669	48.2
3	20160853	48.4
3	20321342	48.6
3	20479388	48.8
3	20640595	49
3	20792131	49.2
3	20948557	49.4
3	21103461	49.6
3	21260360	49.8
3	21436300	50
3	21731132	50.2
3	22059186	50.4
3	22377489	50.6
3	22690587	50.8
3	23305925	51.2
3	23611411	51.4
3	23933495	51.6
3	24270934	51.8
3	24732551	52
3	25929325	52.4
3	26556583	52.6
3	27187093	52.8
3	28456120	53.2
3	28792898	53.4
3	29218673	53.6
3	29602648	53.8
3	29979384	54
3	30653855	54.2
3	31629418	54.4
3	32515590	54.6
3	34431839	54.8
3	35877181	55
3	37358367	55.2
3	41335590	55.4
3	44129960	55.8
3	46710001	56
3	49580177	56.2
3	51184458	56.4
3	52839722	56.6
3	54665049	57
3	55595690	57.2
3	58185142	57.4
3	68386664	57.8
3	81290975	58
3	91047672	58.4
3	98110958	58.6
3	117036891	58.8
3	119361150	59
3	121632162	59.2
3	124061244	59.4
3	125770410	59.6
3	126755277	59.8
3	127669896	60
3	128631778	60.2
3	129525977	60.4
3	130413069	60.6
3	131811250	60.8
3	133241759	61
3	134704504	61.2
3	136134142	61.4
3	137533563	61.6
3	137966352	61.8
3	138412884	62
3	138841799	62.2
3	139816347	62.4
3	140786082	62.6
3	141723913	62.8
3	142696867	63
3	143751908	63.2
3	144685927	63.4
3	145618939	63.6
3	147670254	63.8
3	148647899	64
3	148835657	64.2
3	149019410	64.4
3	149363194	64.6
3	149583064	64.8
3	149737169	65
3	150357176	65.2
3	151541134	65.4
3	151984082	65.6
3	152415584	65.8
3	152922158	66
3	153369962	66.2
3	153796739	66.4
3	154231252	66.6
3	154693125	66.8
3	155137994	67
3	156048075	67.4
3	156509483	67.6
3	156916881	67.8
3	157411710	68
3	157899190	68.2
3	158415468	68.4
3	158869261	68.6
3	159198138	68.8
3	159474626	69
3	159742991	69.2
3	160046500	69.4
3	160333685	69.6
3	160600625	69.8
3	160807833	70
3	160959703	70.2
3	161089041	70.4
3	161289065	70.6
3	161509334	70.8
3	161697101	71
3	161903989	71.2
3	162091019	71.4
3	162516789	71.8
3	162707860	72
3	162931928	72.2
3	163119328	72.4
3	163328775	72.6
3	163551440	72.8
3	163769332	73
3	163976908	73.2
3	164400006	73.6
3	164624643	73.8
3	164828678	74
3	165166766	74.2
3	168622151	74.6
3	169078541	74.8
3	169486307	75
3	169977964	75.2
3	170360932	75.4
3	170814586	75.6
3	171151823	75.8
3	171337464	76
3	171517150	76.2
3	171697662	76.4
3	171865456	76.6
3	172067127	76.8
3	172117711	77
3	172168164	77.2
3	172368897	77.4
3	172646492	77.6
3	172909386	77.8
3	173183513	78
3	173474776	78.2
3	173753937	78.4
3	174053810	78.6
3	174331646	78.8
3	174823838	79.2
3	175008558	79.4
3	175187238	79.6
3	175364276	79.8
3	175551990	80
3	175721597	80.2
3	175898453	80.4
3	176076806	80.6
3	176091426	80.8
3	176679186	81.2
3	176966582	81.4
3	177256919	81.6
3	177582087	81.8
3	177931542	82
3	178307057	82.2
3	178560950	82.4
3	178789749	82.6
3	179044225	82.8
3	179325536	83
3	179562232	83.2
3	180093249	83.6
3	180342028	83.8
3	180585284	84
3	180828828	84.2
3	181087719	84.4
3	181223646	84.6
3	181370774	84.8
3	181516931	85
3	181807941	85.2
3	181950774	85.4
3	182090804	85.6
3	182367813	86
3	182515197	86.2
3	182655802	86.4
3	182794431	86.6
3	182949119	86.8
3	183077429	87
3	183238599	87.2
3	183380902	87.4
3	183517119	87.6
3	183658087	87.8
3	183791944	88
3	183931460	88.2
3	184080657	88.4
3	184197422	88.6
3	184374562	88.8
3	184513307	89
3	184646263	89.2
3	184777554	89.4
3	184918844	89.6
3	185046123	89.8
3	185667615	90
3	185791323	90.2
3	185913737	90.4
3	186041608	90.6
3	186167026	90.8
3	186327417	91
3	186426231	91.2
3	186552996	91.4
3	186698528	91.6
3	186809469	91.8
3	186952683	92
3	187079487	92.2
3	187400729	92.4
3	187623372	92.6
3	187812738	92.8
3	188134311	93
3	188313692	93.2
3	188538583	93.4
3	188777802	93.6
3	189001679	93.8
3	189255225	94
3	189480296	94.2
3	189730101	94.4
3	189974388	94.6
3	190185075	94.8
3	190431881	95
3	190824102	95.4
3	191053969	95.6
3	191282549	95.8
3	191514001	96
3	191771645	96.2
3	191985629	96.4
3	192119497	96.6
3	192226267	96.8
3	192615209	97.2
3	192806829	97.4
3	192976528	97.6
3	193304986	97.8
3	193631294	98
3	193940698	98.2
3	194263833	98.4
3	194588849	98.6
3	194913766	98.8
3	195294440	99
3	195594884	99.2
3	195878026	99.4
3	196191678	99.6
3	196531180	99.8
3	196847716	100
3	197147952	100.2
3	198688175	100.4
3	199110018	100.6
3	199970704	101
3	200404148	101.2
3	200533273	101.4
3	200697012	101.6
3	200836053	101.8
3	200978655	102
3	201095209	102.2
3	201236356	102.4
3	201599441	102.8
3	202414411	103
3	202700659	103.2
3	202985295	103.4
3	203375810	103.6
3	203846740	103.8
3	204023390	104
3	204223195	104.2
3	204415790	104.4
3	204645336	104.6
3	204803213	104.8
3	205762581	105.6
3	206385217	106.2
3	206554036	106.6
3	206663770	106.8
3	206806351	107.2
3	207108080	107.6
3	207835893	108
3	208163807	108.2
3	208487516	108.4
3	208810056	108.6
3	209122024	108.8
3	209459961	109
3	209555736	109.2
3	209655445	109.4
3	209780907	109.6
3	209876425	109.8
3	209974058	110
3	210070123	110.2
3	210118537	110.4
3	210290550	110.6
3	210359271	110.8
3	210461084	111
3	210562666	111.2
3	210901183	111.4
3	211058291	111.6
3	211138942	111.8
3	211340308	112
3	211494058	112.2
3	211651742	112.4
3	211799543	112.6
3	211943366	112.8
3	212083565	113
3	212426143	113.4
3	212557043	113.6
3	212710236	113.8
3	212862009	114
3	213006902	114.2
3	213162796	114.4
3	213309693	114.6
3	213463610	114.8
3	213609331	115
3	213900238	115.4
3	214046009	115.6
3	214144621	115.8
3	214245202	116
3	214336481	116.2
3	214418301	116.4
3	214541105	116.6
3	214651464	116.8
3	214748587	117
3	214846213	117.2
3	214943333	117.4
3	215037327	117.6
3	215133719	117.8
3	215204519	118
3	215320804	118.2
3	215493883	118.4
3	215669374	118.6
3	215844436	118.8
		
3	216185916	119.2
3	216362717	119.4
3	216535975	119.6
3	216708715	119.8
3	216873723	120
3	217071795	120.2
3	217255777	120.4
3	217427813	120.6
3	217749455	121
3	217878972	121.2
3	218068216	121.4
3	218222959	121.6
3	218384542	121.8
3	218545569	122
3	218707499	122.2
3	218827054	122.4
3	219148810	122.8
3	219276571	123
3	219467813	123.2
3	219628639	123.4
3	219788265	123.6
3	220003252	123.8
3	220159955	124.2
3	220209872	124.6
3	220281916	124.8
3	220353673	125
3	220435411	125.2
3	220518284	125.4
3	220599611	125.6
3	220684373	125.8
3	220760473	126
3	220843788	126.2
3	220913989	126.4
3	220998977	126.6
3	221079363	126.8
3	221161003	127
3	221251351	127.2
3	221326778	127.4
3	221455529	127.6
3	221570214	127.8
3	221732760	128
3	221894377	128.2
3	222343568	128.8
3	222494810	129
3	222663665	129.2
3	222841808	129.4
3	222946239	129.6
3	222980589	129.8
3	223014862	130
3	223026028	130.2
3	223085533	130.4
3	223119999	130.6
3	223152912	130.8
3	223188331	131
3	223222722	131.2
3	223293883	131.4
3	223364686	131.6
3	223436755	131.8
3	223507570	132
3	223582083	132.2
3	223652832	132.4
3	224011921	132.6
3	224442091	132.8
3	224544470	133
3	224643028	133.2
3	224740558	133.4
3	224848067	133.6
3	224948216	133.8
3	224999201	134
3	225259528	134.4
3	225363206	134.6
3	225480012	134.8
3	225585405	135
3	225697896	135.2
3	225911549	135.6
3	226022887	135.8
3	226069593	136
3	226250099	136.2
3	226385775	136.4
3	227048109	136.6
3	227143971	136.8
3	227231122	137
3	227323369	137.2
3	227504380	137.4
3	227513526	137.6
3	227602919	137.8
3	227714566	138
3	227938535	138.6
3	228028168	138.8
3	228128080	139
3	228208031	139.2
3	228382338	139.6
3	228493455	139.8
3	228730671	140.2
3	228774510	140.4
3	228923426	140.8
3	229010935	141
3	229091534	141.2
3	229247181	141.4
3	229280376	141.6
3	229369413	141.8
3	229456698	142
3	229540792	142.2
3	229627597	142.4
3	229714855	142.6
3	229820983	142.8
3	229893462	143
3	230063701	143.4
3	230155469	143.6
3	230249940	143.8
3	230414556	144.2
3	230516660	144.4
3	230606825	144.6
3	230695003	144.8
3	230850099	145
3	230983031	145.2
3	231024796	145.4
3	231066238	145.6
3	231116404	145.8
3	231194662	146
3	231291742	146.2
3	231365621	146.4
3	231444331	146.6
3	231570219	146.8
3	231695035	147
3	231803938	147.2
3	232043666	147.4
3	232156197	147.6
3	232287649	147.8
3	232430798	148
3	232539750	148.2
3	232670533	148.4
3	232791223	148.6
3	232915895	148.8
3	233036269	149
3	233169833	149.2
3	233294047	149.4
3	233417210	149.6
3	233539101	149.8
3	233670519	150
3	233783108	150.2
3	233923384	150.4
3	234041618	150.6
3	234173324	150.8
3	234301698	151
3	234423876	151.2
3	234533009	151.4
3	234667314	151.6
3	234790990	151.8
3	234913851	152
3	235028098	152.2
3	235112466	152.4
3	235192750	152.6
3	235261251	152.8
3	235363550	153
3	235477230	153.2
3	235517472	153.4
3	235602423	153.6
3	235695819	153.8
3	235727995	154
3	235838985	154.2
3	235890143	154.4
3	236002871	154.6
3	236143180	154.8
3	236285516	155
3	236399530	158
		
		
4	741184	-3.6
4	851428	-3.2
4	918080	-3
4	943259	-2.8
4	1060339	-2.6
4	1137063	-2.4
4	1205487	-2.2
4	1259014	-2
4	1327102	-1.8
4	1373206	-1.4
4	1441323	-1.2
4	1570958	-0.8
4	1651159	-0.6
4	1759176	-0.4
4	1823811	-0.2
4	1858551	8.33E-16
4	1946930	0.4
4	1996998	0.6
4	2048640	0.8
4	2748021	2.4
4	2802341	2.6
4	2852804	2.8
4	2904487	3
4	3004788	3.4
4	3059066	3.6
4	3109934	3.8
4	3201470	4.2
4	3249501	4.4
4	3299506	4.6
4	3346607	4.8
4	3395249	5
4	3445426	5.2
4	3494756	5.4
4	3544941	5.6
4	3604736	5.8
4	3698981	6.2
4	3749295	6.4
4	3797626	6.6
4	3847693	6.8
4	3890137	7
4	3919378	7.2
		
4	4012356	7.6
4	4032170	7.8
4	4065932	8
4	4099758	8.2
4	4133522	8.4
		
4	4189950	9
4	4399189	9.2
4	4420344	9.4
4	4465071	9.6
4	4499001	9.8
4	4532765	10
4	4565783	10.2
4	4600758	10.4
4	4641114	10.6
4	4674696	10.8
4	4708221	11
4	4734792	11.2
4	4753746	11.6
4	4832997	11.8
4	4866759	12
4	4923484	12.2
4	4964701	12.4
4	5033538	12.6
4	5088874	12.8
4	5237744	13
4	5288388	13.2
4	5343719	13.4
4	5399048	13.6
4	5454178	13.8
4	5523856	14.2
4	5579188	14.4
4	5634384	14.6
4	5731225	14.8
4	5754063	15
4	5809391	15.2
4	5864721	15.4
4	5998906	16
4	6054312	16.2
4	6109597	16.4
4	6180486	16.6
4	6233852	16.8
4	6291525	17
4	6346377	17.2
4	6388528	17.4
4	6452593	17.6
4	6516188	17.8
4	6583867	18
4	6626532	18.2
4	6682570	18.4
4	6739303	18.6
4	6801113	18.8
4	6856434	19
4	6911759	19.2
4	6963445	19.4
4	7019305	19.6
4	7137927	20
4	7195012	20.2
4	7252621	20.4
4	7303840	20.6
4	7359744	20.8
4	7415075	21
4	7470288	21.2
4	7525379	21.4
4	7578832	21.6
4	7633975	21.8
4	7794628	22
4	7945709	22.2
4	8107214	22.4
4	8309271	22.6
4	8436538	22.8
		
4	8924504	23.4
4	9086408	23.6
4	9252271	23.8
4	9415864	24
4	9578161	24.2
4	9757773	24.4
4	9902181	24.6
4	10062367	24.8
4	10261799	25
4	10401098	25.2
4	10537187	25.4
4	10716372	25.6
4	10830198	25.8
4	10866909	26
4	10947358	26.2
4	11004360	26.4
4	11060437	26.6
4	11118155	26.8
4	11179669	27
4	11238421	27.2
4	11295663	27.4
4	11344190	27.6
4	11411278	27.8
4	11453051	28
4	11533850	28.2
4	11593977	28.4
4	11652491	28.6
4	11707206	28.8
4	11764384	29
4	11824497	29.2
4	11882583	29.4
4	11940237	29.6
4	11995632	29.8
4	12052934	30
4	12068464	30.4
4	12230708	30.6
4	12263811	30.8
4	12320988	31
4	12425861	31.2
4	12483115	31.4
4	12531720	31.6
4	12578320	31.8
4	12661380	32.2
4	12709862	32.4
4	12778535	32.8
4	12859138	33
4	12907064	33.2
4	12954888	33.4
4	13002811	33.6
4	13717992	33.8
4	13820338	34
4	13924349	34.2
4	14026543	34.4
4	14129013	34.6
4	14230816	34.8
4	14450677	35.2
4	14519545	35.4
4	14629775	35.8
4	14731398	36
4	14840193	36.2
4	14943217	36.4
4	15702867	37.2
4	15811417	37.4
4	15928322	37.6
4	16031558	37.8
4	16131403	38
4	16231205	38.2
4	16312694	38.4
4	16399623	38.6
4	16524136	38.8
4	16652027	39
4	16965542	39.2
4	17311599	39.4
4	18018534	39.6
4	18347401	39.8
4	18681895	40
4	19019647	40.2
4	19193562	40.4
4	19372932	40.6
4	19526315	40.8
4	19693386	41
4	19858573	41.2
4	20181740	41.6
4	20329628	41.8
4	20494064	42
4	20660501	42.2
4	21147243	42.8
4	21491592	43.2
4	21659604	43.4
4	21824372	43.6
4	22024554	43.8
4	22253799	44
4	22489215	44.2
4	22948869	44.6
4	23182508	44.8
4	23406395	45
4	23886182	45.4
4	24113475	45.6
4	24353901	45.8
4	24657313	46
4	25227496	46.4
4	25463351	46.6
4	25797159	46.8
4	26046024	47
4	26278119	47.2
4	26505104	47.4
4	26890441	47.6
4	27463522	47.8
4	28019763	48
4	28481948	48.2
4	28967508	48.4
4	29448527	48.6
4	29926392	48.8
4	30468108	49
4	31107482	49.2
4	31462379	49.4
4	31796767	49.6
4	32172019	49.8
4	32557112	50
4	32804393	50.2
4	33289915	50.4
4	33698280	50.6
4	34357132	51
4	34723345	51.2
4	35081829	51.4
4	35467309	51.6
4	35807541	51.8
4	36158101	52
4	36851485	52.4
4	37936791	52.6
4	38374989	52.8
4	39253106	53.2
4	40230678	53.6
4	41938380	53.8
4	43609420	54
4	45344123	54.2
4	47041543	54.4
4	52382901	55
4	58910379	55.2
4	60238867	55.4
4	61581577	55.6
4	68667516	55.8
4	70664796	56
4	74548154	56.2
4	76486233	56.4
4	79516405	56.6
4	82471671	56.8
4	84317888	57
4	86107338	57.2
4	88736675	57.4
4	95261222	57.6
4	121948233	58
4	130797501	58.2
4	134803079	58.4
4	138959153	58.6
4	141955224	59
4	144276900	59.4
4	145444237	59.6
4	146545754	59.8
4	147726264	60
4	148851054	60.2
4	149985855	60.4
4	150544971	60.6
4	151059080	60.8
4	151728900	61
4	152097973	61.2
4	152615396	61.4
4	154501124	61.6
4	155749372	61.8
4	156038468	62
4	156349904	62.2
4	156640394	62.4
4	156900777	62.6
4	157189838	62.8
4	157502687	63
4	157774477	63.2
4	158072352	63.4
4	158362095	63.6
4	158638213	63.8
4	158923737	64
4	159187199	64.2
4	159454148	64.4
4	159738923	64.6
4	160032272	64.8
4	160259500	65
4	160521886	65.2
4	160678807	65.4
4	161079827	65.6
4	161302098	65.8
4	161465514	66
4	161614834	66.2
4	161795863	66.4
4	161952057	66.6
		
4	162262002	67
4	162381259	67.2
4	162539911	67.4
4	162703317	67.6
4	162865675	67.8
4	162995384	68
4	163162910	68.2
4	163325549	68.4
4	163492326	68.6
4	163653673	68.8
4	163817368	69
4	163977540	69.2
4	164137133	69.4
4	164774078	70
4	165083151	70.2
4	165365857	70.4
4	165661932	70.6
4	166518128	71.2
4	166807265	71.4
4	167335230	71.8
4	167633511	72
4	167918032	72.2
4	168709982	72.8
4	168998246	73
4	169309078	73.2
4	169902979	73.6
4	170139557	73.8
4	170367308	74
4	170706742	74.2
4	170998735	74.4
4	171294474	74.6
4	171575623	74.8
4	171855953	75
4	172031161	75.2
4	172093128	75.4
4	172157787	75.6
4	172221334	75.8
4	172279031	76
4	172932942	76.2
4	173593870	76.4
4	174293140	76.6
4	174971037	76.8
4	175643967	77
4	175825580	77.2
4	175948156	77.4
4	176092520	77.6
4	176238348	77.8
4	176385080	78
4	176528553	78.2
4	176739483	78.6
4	176844192	78.8
4	176949756	79
4	177053317	79.2
4	177157091	79.4
4	177256707	79.6
4	177360239	79.8
4	177448997	80
4	177666816	80.4
4	177773171	80.6
4	177944226	80.8
4	178146560	81.2
4	178262191	81.4
4	178459277	81.8
4	178543460	82
4	178731961	82.2
4	178806273	82.4
4	178939375	82.6
4	179062948	82.8
4	179312964	83.2
4	179584650	83.6
4	179677671	83.8
4	179816065	84
4	179934980	84.2
4	180060666	84.4
4	180167190	84.6
4	180289435	84.8
4	180401329	85
4	180556630	85.2
4	180733648	85.4
4	180882125	85.6
4	181055673	85.8
4	181223343	86
4	181382129	86.2
4	181558347	86.4
4	181719270	86.6
4	181883835	86.8
4	182049210	87
4	182326599	87.4
4	182478161	87.6
4	182662192	87.8
4	182749200	88
4	183004247	88.2
4	183161181	88.4
4	183317451	88.6
4	183485784	88.8
4	183588615	89
4	183627510	89.2
4	183643242	89.6
4	183743706	89.8
4	183781439	90
4	183815641	90.2
4	183858728	90.4
4	183974036	90.6
4	184157388	90.8
4	184309160	91
4	184450900	91.2
4	184640508	91.4
4	184816380	91.6
4	184994255	91.8
4	185203585	92
4	185343692	92.2
4	185526389	92.4
4	185719787	92.6
4	185919441	92.8
4	186157721	93
4	186310791	93.2
4	186443029	93.4
4	186589117	93.6
4	186730176	93.8
4	186845967	94
4	187175139	94.2
4	187409300	94.4
4	187542845	94.6
4	187706364	94.8
4	187843019	95
4	188127365	95.2
4	188274436	95.4
4	188415423	95.6
4	188559336	95.8
4	188696667	96
4	188905879	96.2
4	189035304	96.4
4	189136170	96.6
4	189303442	96.8
4	189442798	97
		
4	189726598	97.4
4	189867720	97.6
4	190131325	97.8
4	190741132	98.2
4	190865600	98.4
4	191077708	98.6
4	191192993	99
4	191287321	99.2
4	191375015	99.4
4	191624250	99.8
4	191714543	100
4	192015737	100.4
4	192229589	100.6
4	192434215	100.8
4	192658383	101
4	192856222	101.2
4	192992347	101.4
4	193149617	101.6
4	193293631	101.8
4	193978055	102.2
4	194471115	102.4
4	194893405	102.6
4	195267297	102.8
4	195529190	103
4	196044181	103.4
4	196569368	103.8
4	196829750	104
4	197100446	104.2
4	197373596	104.4
4	197660675	104.6
4	197906069	104.8
4	198127700	105
4	198361249	105.2
4	199038915	105.4
4	199696825	105.6
4	200345401	105.8
4	200976675	106
4	201637133	106.2
4	202296150	106.4
4	202817983	106.6
4	203244175	106.8
4	203671730	107
4	204195324	107.2
4	204505519	107.4
4	204968794	107.6
4	205574136	107.8
4	206269605	108
4	206948274	108.2
4	207463440	108.4
4	208029418	108.6
4	208813610	108.8
4	209763563	109
4	210638614	109.2
4	211469671	109.4
4	212318766	109.6
4	213173258	109.8
4	216197759	110.2
4	217084323	110.4
4	217699064	110.6
4	218434780	110.8
4	219024788	111
4	220992572	111.2
4	222473286	111.4
4	222833639	111.6
4	223212031	111.8
4	223628428	112
4	226475847	112.2
4	228792414	112.4
4	229389208	112.6
4	229953271	112.8
4	230539532	113
4	231128744	113.2
4	231769738	113.4
4	232236802	113.6
4	234064935	113.8
4	234707811	114
4	235263504	114.2
4	235843727	114.4
4	236442307	114.6
4	237023972	114.8
4	237614743	115
4	237836882	115.2
4	238268801	115.6
4	238505024	115.8
4	238678075	116
4	238817579	116.2
4	238951355	116.4
4	239085783	116.6
4	239222194	116.8
4	239356134	117
4	239534045	117.2
4	239667900	117.4
4	239802859	117.6
4	239932856	117.8
4	240211019	118.2
4	240681175	118.4
