chrom	start	end	sample1	sample2
chr1	290643040	290645550	P39:0	
chr1	290645551	290647739	P39:0	
chr1	290647740	290651451	P39:0	
chr1	290651452	290653369	P39:0	
chr1	290653370	290655003	P39:0	
chr1	290655004	290658262	P39:0	
chr1	290658263	290675567	P39:0	
chr1	290675568	290679874	P39:0	
chr1	290679875	290687547	P39:0	
chr1	290687548	290690202	P39:0	
chr1	290690203	290739547	P39:0	
chr1	290739548	290745695	P39:0	
chr1	290745696	290747949	P39:0	
chr1	290747950	290749428	P39:0	
chr1	290749429	290777925	P39:0	
chr1	290777926	290781635	P39:0	
chr1	290781636	290800054	P39:0	
chr1	290800055	290804769	P39:0	
chr1	290804770	290805784	P39:0	
chr1	290805785	290809676	P39:0	
chr1	290809677	290829769	P39:0	
chr1	290829770	290831102	P39:0	
chr1	290831103	290854341	P39:0	
chr1	290854342	290859635	P39:0	
chr1	290859636	290901042	P39:0	
chr1	290901043	290902989	P39:0	
chr1	290902990	290904268	P39:0	
chr1	290904269	290905622	P39:0	
chr1	290905623	290917248	P39:0	
chr1	290917249	290919620	P39:0	
chr1	290919621	290921527	P39:0	
chr1	290921528	291011169	P39:0	
chr1	291011170	291013409	P39:0	
chr1	291013410	291015842	P39:0	
chr1	291015843	291017687	P39:0	
chr1	291017688	291042503	P39:0	
chr1	291042504	291049450	P39:0	
chr1	291049451	291254018	P39:0	
chr1	291254019	291255965	P39:0	
chr1	291255966	291810795	P39:0	
chr1	291810796	291815243	P39:0	
chr1	291815244	291852837	P39:0	
chr1	291852838	291856523	P39:0	
chr1	291856524	291860087	P39:0	
chr1	291860088	291864126	P39:0	
chr1	291864127	291865442	P39:0	
chr1	291865443	291869703	P39:0	
chr1	291869704	291884772	P39:0	
chr1	291884773	291888078	P39:0	
chr1	291888079	291899996	P39:0	
chr1	291899997	291904998	P39:0	
chr1	291904999	291907880	P39:0	
chr1	291907881	291910907	P39:0	
chr1	291910908	291915864	P39:0	
chr1	291915865	291921733	P39:0	
chr1	291921734	291923205	P39:0	
chr1	291923206	291928476	P39:0	
chr1	291928477	291932849	P39:0	
chr1	291932850	291935370	P39:0	
chr1	291935371	291940614	P39:0	
chr1	291940615	291957803	P39:0	
chr1	291957804	291959740	P39:0	
chr1	291959741	291997042	P39:0	
chr1	291997043	291998408	P39:0	
chr1	291998409	292000661	P39:0	
chr1	292000662	292022029	P39:0	
chr1	292022030	292096686	P39:0	
chr1	292096687	292102595	P39:0	
chr1	292102596	292130134	P39:0	
chr1	292130135	292132317	P39:0	
chr1	292132318	292187136	P39:0	
chr1	292187137	292190087	P39:0	
chr1	292190088	292318898	P39:0	
chr1	292318899	292323485	P39:0	
chr1	292323486	292327411	P39:0	
chr1	292327412	292329875	P39:0	
chr1	292329876	292332007	P39:0	
chr1	292332008	292338014	P39:0	
chr1	292338015	292439975	P39:0	
chr1	292439976	292453904	P39:0	
chr1	292453905	292460497	P39:0	
chr1	292460498	292461806	P39:0	
chr1	292461807	292558177	P39:0	
chr1	292558178	292575184	P39:0	
chr1	292575185	292577704	P39:0	
chr1	292577705	292600831	P39:0	
chr1	292600832	292607995	P39:0	
chr1	292607996	292714645	P39:0	
chr1	292714646	292718783	NC350:0	
chr1	292718784	292720599	NC350:0	
chr1	292720600	292722730	NC350:0	
chr1	292722731	292724712	NC350:0	
chr1	292724713	292733817	NC350:0	
chr1	292733818	292755943	NC350:0	
chr1	292755944	292765894	NC350:0	
chr1	292765895	292766452	NC350:0	
chr1	292766453	292771332	NC350:0	
chr1	292771333	292775480	NC350:0	
chr1	292775481	292930566	NC350:0	
chr1	292930567	292936123	NC350:0	
chr1	292936124	293007934	NC350:0	
chr1	293007935	293009532	NC350:0	
chr1	293009533	293015636	NC350:0	
chr1	293015637	293020015	NC350:0	
chr1	293020016	293057068	NC350:0	
chr1	293057069	293059896	NC350:0	
chr1	293059897	293061066	NC350:0	
chr1	293061067	293064131	NC350:0	
chr1	293064132	293131786	NC350:0	
chr1	293131787	293141317	NC350:0	
chr1	293141318	293151746	NC350:0	
chr1	293151747	293153338	NC350:0	
chr1	293153339	293169919	NC350:0	
chr1	293169920	293179420	NC350:0	
chr1	293179421	293212733	NC350:0	
chr1	293212734	293215739	NC350:0	
chr1	293215740	293259080	NC350:0	
chr1	293259081	293260563	NC350:0	
chr1	293260564	293263937	NC350:0	
chr1	293263938	293272992	NC350:0	
chr1	293272993	293321412	NC350:0	
chr1	293321413	293329835	NC350:0	
chr1	293329836	293344561	NC350:0	
chr1	293344562	293346047	NC350:0	
chr1	293346048	293428535	NC350:0	
chr1	293428536	293430394	NC350:0	
chr1	293430395	293431344	NC350:0	
chr1	293431345	293433213	NC350:0	
chr1	293433214	293468753	NC350:0	
chr1	293468754	293470255	NC350:0	
chr1	293470256	293474679	NC350:0	
chr1	293474680	293476700	NC350:0	
chr1	293476701	293479551	NC350:0	
chr1	293479552	293481034	NC350:0	
chr1	293481035	293484100	NC350:0	
chr1	293484101	293495797	NC350:0	
chr1	293495798	293520844	NC350:0	
chr1	293520845	293528417	NC350:0	
chr1	293528418	293656178	NC350:0	
chr1	293656179	293656986	NC350:0	
chr1	293656987	293658138	NC350:0	
chr1	293658139	293661214	NC350:0	
chr1	293661215	293671071	NC350:0	
chr1	293671072	293673651	NC350:0	
chr1	293673652	293678319	NC350:0	
chr1	293678320	293680370	NC350:0	
chr1	293680371	293786053	NC350:0	
chr1	293786054	293791415	NC350:0	
chr1	293791416	293795549	NC350:0	
chr1	293795550	293801261	NC350:0	
chr1	293801262	293804223	NC350:0	
chr1	293804224	293806121	NC350:0	
chr1	293806122	293871176	NC350:0	
chr1	293871177	293874211	NC350:0	
chr1	293874212	293919515	NC350:0	
chr1	293919516	293921882	NC350:0	
chr1	293921883	293954980	NC350:0	
chr1	293954981	293957346	NC350:0	
chr1	293957347	294000141	NC350:0	
chr1	294000142	294002829	NC350:0	
chr1	294002830	294014124	NC350:0	
chr1	294014125	294016114	NC350:0	
chr1	294016115	294087400	NC350:0	
chr1	294087401	294089476	NC350:0	
chr1	294089477	294100100	NC350:0	
chr1	294100101	294108440	NC350:0	
chr1	294108441	294111158	NC350:0	
chr1	294111159	294114218	NC350:0	
chr1	294114219	294144727	NC350:0	
chr1	294144728	294147993	NC350:0	
chr1	294147994	294236273	NC350:0	
chr1	294236274	294241993	NC350:0	
chr1	294241994	294243607	NC350:0	
chr1	294243608	294249072	NC350:0	
chr1	294249073	294256171	NC350:0	
chr1	294256172	294256698	NC350:0	
chr1	294256699	294259641	NC350:0	
chr1	294259642	294388370	NC350:0	
chr1	294388371	294391051	NC350:0	
chr1	294391052	294399552	NC350:0	
chr1	294399553	294403418	NC350:0	
chr1	294403419	294437145	NC350:0	
chr1	294437146	294441976	NC350:0	
chr1	294441977	294509595	NC350:0	
chr1	294509596	294512068	NC350:0	
chr1	294512069	294524374	NC350:0	
chr1	294524375	294528972	NC350:0	
chr1	294528973	294532304	NC350:0	
chr1	294532305	294558851	NC350:0	
chr1	294558852	294560969	NC350:0	
chr1	294560970	294567034	NC350:0	
chr1	294567035	294568862	NC350:0	
chr1	294568863	294608615	NC350:0	
chr1	294608616	294610650	NC350:0	
chr1	294610651	294611676	NC350:0	
chr1	294611677	294616336	NC350:0	
chr1	294616337	294627073	NC350:0	
chr1	294627074	294631045	NC350:0	
chr1	294631046	294633272	NC350:0	
chr1	294633273	294634888	NC350:0	
chr1	294634889	294714824	NC350:0	
chr1	294714825	294716383	NC350:0	
chr1	294716384	294716951	NC350:0	
chr1	294716952	294722372	NC350:0	
chr1	294722373	294789504	NC350:0	
chr1	294789505	294813715	NC350:0	
chr1	294813716	294900914	NC350:0	
chr1	294900915	294909128	NC350:0	
chr1	294909129	294933605	NC350:0	
chr1	294933606	294935342	NC350:0	
chr1	294935343	294937026	NC350:0	
chr1	294937027	294995266	NC350:0	
chr1	294995267	295001401	NC350:0	
chr1	295001402	295015771	NC350:0	
chr1	295015772	295018925	NC350:0	
chr1	295018926	295032546	NC350:0	
chr1	295032547	295037176	NC350:0	
chr1	295037177	295042931	NC350:0	
chr1	295042932	295057999	NC350:0	
chr1	295058000	295059623	NC350:0	
chr1	295059624	295090873	NC350:0	
chr1	295090874	295096797	NC350:0	
chr1	295096798	295100520	NC350:0	
chr1	295100521	295153182	NC350:0	
chr1	295153183	295155571	NC350:0	
chr1	295155572	295161178	NC350:0	
chr1	295161179	295176247	NC350:0	
chr1	295176248	295177871	NC350:0	
chr1	295177872	295329590	NC350:0	
chr1	295329591	295331267	NC350:0	
chr1	295331268	295338184	NC350:0	
chr1	295338185	295342082	NC350:0	
chr1	295342083	295346781	NC350:0	
chr1	295346782	295422784	NC350:0	
chr1	295422785	295426417	NC350:0	
chr1	295426418	295445376	NC350:0	
chr1	295445377	295513066	NC350:0	
chr1	295513067	295515311	NC350:0	
chr1	295515312	295516897	NC350:0	
chr1	295516898	295605360	NC350:0	
chr1	295605361	295608163	NC350:0	
chr1	295608164	295653709	NC350:0	
chr1	295653710	295657003	NC350:0	
chr1	295657004	295711275	NC350:0	
chr1	295711276	295714299	NC350:0	
chr1	295714300	295715926	NC350:0	
chr1	295715927	295721954	NC350:0	
chr1	295721955	295741421	NC350:0	
chr1	295741422	295743035	NC350:0	
chr1	295743036	295804051	NC350:0	
chr1	295804052	295805324	NC350:0	
chr1	295805325	295807318	NC350:0	
chr1	295807319	295808148	NC350:0	
chr1	295808149	295809436	NC350:0	
chr1	295809437	295840626	NC350:0	
chr1	295840627	295842990	NC350:0	
chr1	295842991	295848612	NC350:0	
chr1	295848613	295849686	NC350:0	
chr1	295849687	295855231	NC350:0	
chr1	295855232	295907862	NC350:0	
chr1	295907863	295911202	NC350:0	
chr1	295911203	295914683	NC350:0	
chr1	295914684	295917882	NC350:0	
chr1	295917883	296046694	NC350:0	
chr1	296046695	296055588	NC350:0	
chr1	296055589	296094451	NC350:0	
chr1	296094452	296098020	NC350:0	
chr1	296098021	296180774	NC350:0	
chr1	296180775	296207330	NC350:0	
chr1	296207331	296213408	NC350:0	
chr1	296213409	296224239	NC350:0	
chr1	296224240	296228994	NC350:0	
chr1	296228995	296258506	NC350:0	
chr1	296258507	296263004	NC350:0	
chr1	296263005	296265236	NC350:0	
chr1	296265237	296268495	NC350:0	
chr1	296268496	296278017	NC350:0	
chr1	296278018	296320488	NC350:0	
chr1	296320489	296325391	NC350:0	
chr1	296325392	296326109	NC350:0	
chr1	296326110	296334545	NC350:0	
chr1	296334546	296338506	NC350:0	
chr1	296338507	296463709	NC350:0	
chr1	296463710	296468382	NC350:0	
chr1	296468383	296517490	NC350:0	
chr1	296517491	296519360	NC350:0	
chr1	296519361	296553401	NC350:0	
chr1	296553402	296554905	NC350:0	
chr1	296554906	296570036	NC350:0	
chr1	296570037	296574455	NC350:0	
chr1	296574456	296581660	NC350:0	
chr1	296581661	296583805	NC350:0	
chr1	296583806	296608225	NC350:0	
chr1	296608226	296692987	NC350:0	
chr1	296692988	296698935	NC350:0	
chr1	296698936	296818054	NC350:0	
chr1	296818055	296820960	NC350:0	
chr1	296820961	296822939	NC350:0	
chr1	296822940	296826044	NC350:0	
chr1	296826045	296859922	NC350:0	
chr1	296859923	296862011	NC350:0	
chr1	296862012	296863926	NC350:0	
chr1	296863927	296887697	NC350:0	
chr1	296887698	297022421	NC350:0	
chr1	297022422	297032237	NC350:0	
chr1	297032238	297123989	NC350:0	
chr1	297123990	297129648	NC350:0	
chr1	297129649	297133677	NC350:0	
chr1	297133678	297142825	NC350:0	
chr1	297142826	297145009	NC350:0	
chr1	297145010	297148595	NC350:0	
chr1	297148596	297151662	NC350:0	
chr1	297151663	297156778	NC350:0	
chr1	297156779	297160278	NC350:0	
chr1	297160279	297171910	NC350:0	
chr1	297171911	297175819	NC350:0	
chr1	297175820	297177972	NC350:0	
chr1	297177973	297223114	NC350:0	
chr1	297223115	297226291	CML322:0	
chr1	297226292	297245670	CML322:0	
chr1	297245671	297249946	CML322:0	
chr1	297249947	297289019	CML322:0	
chr1	297289020	297299968	CML322:0	
chr1	297299969	297303016	CML322:0	
chr1	297303017	297304815	CML322:0	
chr1	297304816	297305961	CML322:0	
chr1	297305962	297311462	CML322:0	
chr1	297311463	297316982	CML322:0	
chr1	297316983	297321872	CML322:0	
chr1	297321873	297328204	CML322:0	
chr1	297328205	297331715	CML322:0	
chr1	297331716	297391781	CML322:0	
chr1	297391782	297393385	CML322:0	
chr1	297393386	297412932	CML322:0	
chr1	297412933	297414784	CML322:0	
chr1	297414785	297416860	CML322:0	
chr1	297416861	297444667	CML322:0	
chr1	297444668	297446255	CML322:0	
chr1	297446256	297447872	CML322:0	
chr1	297447873	297449095	CML322:0	
chr1	297449096	297450659	CML322:0	
chr1	297450660	297452715	CML322:0	
chr1	297452716	297454279	CML322:0	
chr1	297454280	297455677	CML322:0	
chr1	297455678	297461546	CML322:0	
chr1	297461547	297463687	CML322:0	
chr1	297463688	297485481	CML322:0	
chr1	297485482	297488668	CML322:0	
chr1	297488669	297534836	CML322:0	
chr1	297534837	297538330	CML322:0	
chr1	297538331	297566578	CML322:0	
chr1	297566579	297569904	CML322:0	
chr1	297569905	297575291	CML322:0	
chr1	297575292	297585517	CML322:0	
chr1	297585518	297605765	CML322:0	
chr1	297605766	297608670	CML322:0	
chr1	297608671	297610536	CML322:0	
chr1	297610537	297617513	CML322:0	
chr1	297617514	297689639	CML322:0	
chr1	297689640	297702116	CML322:0	
chr1	297702117	297819371	CML322:0	
chr1	297819372	297822381	CML322:0	
chr1	297822382	297833051	CML322:0	
chr1	297833052	297836187	CML322:0	
chr1	297836188	297877970	CML322:0	
chr1	297877971	297883210	CML322:0	
chr1	297883211	297952907	CML69:0	
chr1	297952908	297958036	CML69:0	
chr1	297958037	297959420	CML69:0	
chr1	297959421	297961166	CML69:0	
chr1	297961167	297974555	CML69:0	
chr1	297974556	297980090	CML69:0	
chr1	297980091	297991340	CML69:0	
chr1	297991341	298001393	CML69:0	
chr1	298001394	298005893	CML69:0	
chr1	298005894	298008482	CML69:0	
chr1	298008483	298112648	CML69:0	
chr1	298112649	298117634	CML69:0	
chr1	298117635	298118918	CML69:0	
chr1	298118919	298121395	CML69:0	
chr1	298121396	298125658	CML69:0	
chr1	298125659	298128342	CML69:0	
chr1	298128343	298266595	CML69:0	
chr1	298266596	298272797	CML69:0	
chr1	298272798	298358025	CML69:0	
chr1	298358026	298365542	CML69:0	
chr1	298365543	298407679	CML69:0	
chr1	298407680	298424689	CML69:0	
chr1	298424690	298528379	CML69:0	
chr1	298528380	298537799	CML69:0	
chr1	298537800	298538878	CML69:0	
chr1	298538879	298562383	CML69:0	
chr1	298562384	298565757	CML69:0	
chr1	298565758	298568161	CML69:0	
chr1	298568162	298660388	CML69:0	
chr1	298660389	298678179	CML69:0	
chr1	298678180	298731465	CML69:0	
chr1	298731466	298735020	CML69:0	
chr1	298735021	298796516	JRIAL3C:0	
chr1	298796517	298806290	JRIAL3C:0	
chr1	298806291	298871127	JRIAL3C:0	
chr1	298871128	298876529	JRIAL3C:0	
chr1	298876530	298878761	JRIAL3C:0	
chr1	298878762	298885842	JRIAL3C:0	
chr1	298885843	298887597	JRIAL3C:0	
chr1	298887598	298896157	JRIAL3C:0	
chr1	298896158	298904595	JRIAL3C:0	
chr1	298904596	298905789	JRIAL3C:0	
chr1	298905790	298909055	JRIAL3C:0	
chr1	298909056	298913149	JRIAL3C:0	
chr1	298913150	298933954	JRIAL3C:0	
chr1	298933955	298939485	JRIAL3C:0	
chr1	298939486	298962584	JRIAL3C:0	
chr1	298962585	298964054	JRIAL3C:0	
chr1	298964055	299082110	JRIAL3C:0	
chr1	299082111	299086610	JRIAL3C:0	
chr1	299086611	299090873	JRIAL3C:0	
chr1	299090874	299101335	JRIAL3C:0	
chr1	299101336	299103898	JRIAL3C:0	
chr1	299103899	299109281	JRIAL3C:0	
chr1	299109282	299111898	JRIAL3C:0	
chr1	299111899	299142388	JRIAL3C:0	
chr1	299142389	299146380	JRIAL3C:0	
chr1	299146381	299147060	JRIAL3C:0	
chr1	299147061	299161335	JRIAL3C:0	
chr1	299161336	299233201	JRIAL3C:0	
chr1	299233202	299238230	JRIAL3C:0	
chr1	299238231	299248803	JRIAL3C:0	
chr1	299248804	299252809	JRIAL3C:0	
chr1	299252810	299288705	JRIAL3C:0	
chr1	299288706	299293597	JRIAL3C:0	
chr1	299293598	299337930	JRIAL3C:0	
chr1	299337931	299339320	JRIAL3C:0	
chr1	299339321	299340887	JRIAL3C:0	
chr1	299340888	299342637	JRIAL3C:0	
chr1	299342638	299347494	JRIAL3C:0	
chr1	299347495	299350110	JRIAL3C:0	
chr1	299350111	299352416	JRIAL3C:0	
chr1	299352417	299366312	JRIAL3C:0	
chr1	299366313	299373081	JRIAL3C:0	
chr1	299373082	299411808	JRIAL3C:0	
chr1	299411809	299418186	JRIAL3C:0	
chr1	299418187	299421885	JRIAL3C:0	
chr1	299421886	299430051	JRIAL3C:0	
chr1	299430052	299534739	JRIAL3C:0	
chr1	299534740	299540517	JRIAL3C:0	
chr1	299540518	299547067	JRIAL3C:0	
chr1	299547068	299552803	JRIAL3C:0	
chr1	299552804	299672256	JRIAL3C:0	
chr1	299672257	299674178	JRIAL3C:0	
chr1	299674179	299679029	JRIAL3C:0	
chr1	299679030	299729155	JRIAL3C:0	
chr1	299729156	299897108	JRIAL3C:0	
chr1	299897109	299901876	JRIAL3C:0	
chr1	299901877	299905142	JRIAL3C:0	
chr1	299905143	299911998	JRIAL3C:0	
chr1	299911999	299917242	JRIAL3C:0	
chr1	299917243	300016384	JRIAL3C:0	
chr1	300016385	300026277	JRIAL3C:0	
chr1	300026278	300038037	JRIAL3C:0	
chr1	300038038	300062747	JRIAL3C:0	
chr1	300062748	300065265	JRIAL3C:0	
chr1	300065266	300070097	JRIAL3C:0	
chr1	300070098	300072622	JRIAL3C:0	
chr1	300072623	300081500	JRIAL3C:0	
chr1	300081501	300086284	JRIAL3C:0	
chr1	300086285	300166352	JRIAL3C:0	
chr1	300166353	300170527	JRIAL3C:0	
chr1	300170528	300171987	JRIAL3C:0	
chr1	300171988	300183591	JRIAL3C:0	
chr1	300183592	300185604	JRIAL3C:0	
chr1	300185605	300187752	JRIAL3C:0	
chr1	300187753	300189475	JRIAL3C:0	
chr1	300189476	300191263	JRIAL3C:0	
chr1	300191264	300193548	JRIAL3C:0	
chr1	300193549	300195441	JRIAL3C:0	
chr1	300195442	300198011	JRIAL3C:0	
chr1	300198012	300220819	JRIAL3C:0	
chr1	300220820	300229319	JRIAL3C:0	
chr1	300229320	300250679	JRIAL3C:0	
chr1	300250680	300255007	JRIAL3C:0	
chr1	300255008	300297727	JRIAL3C:0	
chr1	300297728	300307148	JRIAL3C:0	
chr1	300307149	300345040	JRIAL3C:0	
chr1	300345041	300348854	JRIAL3C:0	
chr1	300348855	300387718	JRIAL3C:0	
chr1	300387719	300389279	JRIAL3C:0	
chr1	300389280	300438348	JRIAL3C:0	
chr1	300438349	300439868	JRIAL3C:0	
chr1	300439869	300440819	JRIAL3C:0	
chr1	300440820	300484233	JRIAL3C:0	
chr1	300484234	300488797	JRIAL3C:0	
chr1	300488798	300505410	JRIAL3C:0	
chr1	300505411	300506770	JRIAL3C:0	
chr1	300506771	300547338	JRIAL3C:0	
chr1	300547339	300548999	JRIAL3C:0	
chr1	300549000	300550075	JRIAL3C:0	
chr1	300550076	300552179	JRIAL3C:0	
chr1	300552180	300600652	JRIAL3C:0	
chr1	300600653	300604203	CML247:0	
chr1	300604204	300678059	CML247:0	
chr1	300678060	300683650	CML247:0	
chr1	300683651	300685530	CML247:0	
chr1	300685531	300692819	CML247:0	
chr1	300692820	300696650	CML247:0	
chr1	300696651	300699747	CML247:0	
chr1	300699748	300705512	CML247:0	
chr1	300705513	300797480	CML247:0	
chr1	300797481	300801186	CML247:0	
chr1	300801187	300803994	CML247:0	
chr1	300803995	300811207	CML247:0	
chr1	300811208	300814060	CML247:0	
chr1	300814061	300927514	CML247:0	
chr1	300927515	300928859	CML247:0	
chr1	300928860	300929814	CML247:0	
chr1	300929815	300931585	CML247:0	
chr1	300931586	300935116	CML247:0	
chr1	300935117	300940794	CML247:0	
chr1	300940795	300944304	CML247:0	
chr1	300944305	300947052	CML247:0	
chr1	300947053	300955078	CML247:0	
chr1	300955079	300993859	CML247:0	
chr1	300993860	300995721	CML247:0	
chr1	300995722	301039403	CML247:0	
chr1	301039404	301043007	CML247:0	
chr1	301043008	301092929	CML247:0	
chr1	301092930	301098316	CML247:0	
chr1	301098317	301108683	CML247:0	
chr1	301108684	301113947	CML247:0	
chr1	301113948	301134215	CML247:0	
chr1	301134216	301137676	CML247:0	
chr1	301137677	301159535	CML247:0	
chr1	301159536	301163780	CML247:0	
chr1	301163781	301325108	CML247:0	
chr1	301325109	301328115	CML247:0	
chr1	301328116	301356348	CML247:0	
chr1	301356349	301358788	CML247:0	
chr1	301358789	301374152	CML247:0	
chr1	301374153	301375623	CML247:0	
chr1	301375624	301393459	CML247:0	
chr1	301393460	301396498	CML247:0	
chr1	301396499	301400990	CML247:0	
chr1	301400991	301415184	CML247:0	
chr1	301415185	301417624	CML247:0	
chr1	301417625	301431836	CML247:0	
chr1	301431837	301434277	CML247:0	
chr1	301434278	301448465	CML247:0	
chr1	301448466	301450905	CML247:0	
chr1	301450906	301508451	CML247:0	
chr1	301508452	301510891	CML247:0	
chr1	301510892	301514774	CML247:0	
chr1	301514775	301521403	CML247:0	
chr1	301521404	301543793	CML247:0	
chr1	301543794	301545218	CML247:0	
chr1	301545219	301547851	CML247:0	
chr1	301547852	301602900	CML247:0	
chr1	301602901	301605867	CML247:0	
chr1	301605868	301636353	CML247:0	
chr1	301636354	301644731	CML247:0	
chr1	301644732	301653906	CML247:0	
chr1	301653907	301656855	CML247:0	
chr1	301656856	301666096	CML247:0	
chr1	301666097	301668969	CML247:0	
chr1	301668970	301683507	CML247:0	
chr1	301683508	301684918	CML247:0	
chr1	301684919	301696520	CML247:0	
chr1	301696521	301707447	CML247:0	
chr1	301707448	301722423	CML247:0	
chr1	301722424	301726653	CML247:0	
chr1	301726654	301734699	CML247:0	
chr1	301734700	301738826	CML247:0	
chr1	301738827	301802780	CML247:0	
chr1	301802781	301804253	CML247:0	
chr1	301804254	301808705	CML247:0	
chr1	301808706	301875639	CML247:0	
chr1	301875640	301880233	CML247:0	
chr1	301880234	301884821	CML247:0	
chr1	301884822	301893342	CML247:0	
chr1	301893343	301896695	CML247:0	
chr1	301896696	301905489	CML247:0	
chr1	301905490	301960350	CML247:0	
chr1	301960351	301967961	CML247:0	
chr1	301967962	301980839	CML247:0	
chr1	301980840	301984556	CML247:0	
chr1	301984557	301985932	CML247:0	
chr1	301985933	302010332	CML247:0	
chr1	302010333	302013617	CML247:0	
chr1	302013618	302064735	CML247:0	
chr1	302064736	302068843	CML247:0	
chr1	302068844	302070241	CML247:0	
chr1	302070242	302073696	CML247:0	
chr1	302073697	302078160	CML247:0	
chr1	302078161	302187457	CML247:0	
chr1	302187458	302196292	CML247:0	
chr1	302196293	302198013	B73:0	
chr1	302198014	302199915	B73:0	
chr1	302199916	302203069	B73:0	
chr1	302203070	302205531	B73:0	
chr1	302205532	302244870	B73:0	
chr1	302244871	302247817	B73:0	
chr1	302247818	302261922	B73:0	
chr1	302261923	302265825	B73:0	
chr1	302265826	302269918	B73:0	
chr1	302269919	302275241	B73:0	
chr1	302275242	302309541	B73:0	
chr1	302309542	302313146	B73:0	
chr1	302313147	302382884	B73:0	
chr1	302382885	302391049	B73:0	
chr1	302391050	302398141	B73:0	
chr1	302398142	302400683	B73:0	
chr1	302400684	302404045	B73:0	
chr1	302404046	302407561	B73:0	
chr1	302407562	302411537	B73:0	
chr1	302411538	302419359	B73:0	
chr1	302419360	302420534	B73:0	
chr1	302420535	302427770	B73:0	
chr1	302427771	302431810	B73:0	
chr1	302431811	302445882	B73:0	
chr1	302445883	302447734	B73:0	
chr1	302447735	302449275	B73:0	
chr1	302449276	302453659	B73:0	
chr1	302453660	302494921	B73:0	
chr1	302494922	302499065	B73:0	
chr1	302499066	302499809	B73:0	
chr1	302499810	302510991	B73:0	
chr1	302510992	302549703	B73:0	
chr1	302549704	302551813	B73:0	
chr1	302551814	302590752	B73:0	
chr1	302590753	302592714	B73:0	
chr1	302592715	302645969	B73:0	
chr1	302645970	302648064	B73:0	
chr1	302648065	302687003	B73:0	
chr1	302687004	302689213	B73:0	
chr1	302689214	302708500	B73:0	
chr1	302708501	302709803	B73:0	
chr1	302709804	302749621	B73:0	
chr1	302749622	302752040	B73:0	
chr1	302752041	302758664	B73:0	
chr1	302758665	302760705	B73:0	
chr1	302760706	302826165	B73:0	
chr1	302826166	302832238	B73:0	
chr1	302832239	302833485	B73:0	
chr1	302833486	302837292	B73:0	
chr1	302837293	302842949	B73:0	
chr1	302842950	302930107	B73:0	
chr1	302930108	302937666	B73:0	
chr1	302937667	302944773	B73:0	
chr1	302944774	302950495	B73:0	
chr1	302950496	302957314	B73:0	
chr1	302957315	302965581	B73:0	
chr1	302965582	302970665	B73:0	
chr1	302970666	302975449	B73:0	
chr1	302975450	303105371	B73:0	
chr1	303105372	303107656	B73:0	
chr1	303107657	303109328	B73:0	
chr1	303109329	303134912	B73:0	
chr1	303134913	303138382	B73:0	
chr1	303138383	303180385	B73:0	
chr1	303180386	303187122	B73:0	
chr1	303187123	303193197	B73:0	
chr1	303193198	303195502	B73:0	
chr1	303195503	303270581	B73:0	
chr1	303270582	303276019	B73:0	
chr1	303276020	303391449	B73:0	
chr1	303391450	303396241	B73:0	
chr1	303396242	303413216	B73:0	
chr1	303413217	303418559	B73:0	
chr1	303418560	303495585	B73:0	
chr1	303495586	303510932	B73:0	
chr1	303510933	303551878	B73:0	
chr1	303551879	303556049	B73:0	
chr1	303556050	303588730	B73:0	
chr1	303588731	303598131	B73:0	
chr1	303598132	303603146	B73:0	
chr1	303603147	303643295	B73:0	
chr1	303643296	303646869	B73:0	
chr1	303646870	303703096	B73:0	
chr1	303703097	303707254	B73:0	
chr1	303707255	303710587	B73:0	
chr1	303710588	303717117	B73:0	
chr1	303717118	303782483	B73:0	
chr1	303782484	303783682	B73:0	
chr1	303783683	303788581	B73:0	
chr1	303788582	303813667	B73:0	
chr1	303813668	303817408	B73:0	
chr1	303817409	303825043	B73:0	
chr1	303825044	303829602	B73:0	
chr1	303829603	303833275	B73:0	
chr1	303833276	303838923	B73:0	
chr1	303838924	303842801	B73:0	
chr1	303842802	303847981	B73:0	
chr1	303847982	303881382	B73:0	
chr1	303881383	303899516	B73:0	
chr1	303899517	303906897	B73:0	
chr1	303906898	303911747	B73:0	
chr1	303911748	303923585	B73:0	
chr1	303923586	303936080	B73:0	
chr1	303936081	303951678	B73:0	
chr1	303951679	303953267	B73:0	
chr1	303953268	303981606	B73:0	
chr1	303981607	303985876	B73:0	
chr1	303985877	303988483	B73:0	
chr1	303988484	303997136	B73:0	
chr1	303997137	304118303	B73:0	
chr1	304118304	304119427	B73:0	
chr1	304119428	304131023	B73:0	
chr1	304131024	304248174	B73:0	
chr1	304248175	304250085	B73:0	
chr1	304250086	304250877	B73:0	
chr1	304250878	304255781	B73:0	
chr1	304255782	304314105	B73:0	
chr1	304314106	304319547	B73:0	
chr1	304319548	304327169	B73:0	
chr1	304327170	304355657	B73:0	
chr1	304355658	304359041	B73:0	
chr1	304359042	304414492	B73:0	
chr1	304414493	304439140	B73:0	
chr1	304439141	304457175	B73:0	
chr1	304457176	304461423	B73:0	
chr1	304461424	304542904	B73:0	
chr1	304542905	304563279	B73:0	
chr1	304563280	304679850	B73:0	
chr1	304679851	304682340	B73:0	
chr1	304682341	304694599	B73:0	
chr1	304694600	304698527	B73:0	
chr1	304698528	304701154	B73:0	
